Frequency,Magnitude
5.594325706169377632e+00,1.171965709458966831e+00
5.633142670601354318e+00,1.186932112459812672e+00
5.672228971644543094e+00,1.202052637534810176e+00
5.711586478126432276e+00,1.217327134144372991e+00
5.751217071841614015e+00,1.232755348380252691e+00
5.791122647641758547e+00,1.248336916963991960e+00
5.831305113526221717e+00,1.264071360959345025e+00
5.871766390733255570e+00,1.279958079186622300e+00
5.912508413831877974e+00,1.295996341326415502e+00
5.953533130814370189e+00,1.312185280699840195e+00
5.994842503189408589e+00,1.328523886712079438e+00
6.036438506075866961e+00,1.345010996945591453e+00
6.078323128297229871e+00,1.361645288889008709e+00
6.120498372476699700e+00,1.378425271287497367e+00
6.162966255132942273e+00,1.395349275099904141e+00
6.205728806776500406e+00,1.412415444047811164e+00
6.248788072006891348e+00,1.429621724741365618e+00
6.292146109610343707e+00,1.446965856366438707e+00
6.335804992658251145e+00,1.464445359917589728e+00
6.379766808606282424e+00,1.482057526961076732e+00
6.424033659394190465e+00,1.499799407912153715e+00
6.468607661546323939e+00,1.517667799810777929e+00
6.513490946272802340e+00,1.535659233580003447e+00
6.558685659571431792e+00,1.553769960751416601e+00
6.604193962330305645e+00,1.571995939642167883e+00
6.650018030431118277e+00,1.590332820968586081e+00
6.696160054853218746e+00,1.608775932881701065e+00
6.742622241778342129e+00,1.627320265410669098e+00
6.789406812696109128e+00,1.645960454300807729e+00
6.836516004510238886e+00,1.664690764233816234e+00
6.883952069645496330e+00,1.683505071418931243e+00
6.931717276155404228e+00,1.702396845544944526e+00
6.979813907830660469e+00,1.721359131084587935e+00
7.028244264308349365e+00,1.740384527944621729e+00
7.077010661181889262e+00,1.759465171456845445e+00
7.126115430111745752e+00,1.778592711707720708e+00
7.175560918936924715e+00,1.797758292206884434e+00
7.225349491787214085e+00,1.816952527897871761e+00
7.275483529196228538e+00,1.836165482517775782e+00
7.325965428215230446e+00,1.855386645316342564e+00
7.376797602527734199e+00,1.874604907149308719e+00
7.427982482564914335e+00,1.893808535965500139e+00
7.479522515621821022e+00,1.912985151712481624e+00
7.531420165974371805e+00,1.932121700691338262e+00
7.583677914997190683e+00,1.951204429397609186e+00
7.636298261282245647e+00,1.970218857892321207e+00
7.689283720758309570e+00,1.989149752754807432e+00
7.742636826811269302e+00,2.007981099677315751e+00
7.796360130405233235e+00,2.026696075770455963e+00
7.850456200204509294e+00,2.045277021658337802e+00
7.904927622696424017e+00,2.063705413452829429e+00
7.959777002314981864e+00,2.081961834707660941e+00
8.015006961565404708e+00,2.100025948465248593e+00
8.070620141149502658e+00,2.117876469521972282e+00
8.126619200091946382e+00,2.135491137051398702e+00
8.183006815867393868e+00,2.152846687739285780e+00
8.239785684528515119e+00,2.169918829599441601e+00
8.296958520834905926e+00,2.186682216655343236e+00
8.354528058382866718e+00,2.203110424688772717e+00
8.412497049736117560e+00,2.219175928273907417e+00
8.470868266557406656e+00,2.234850079332428407e+00
8.529644499741021235e+00,2.250103087463108054e+00
8.588828559546250574e+00,2.264904002316967535e+00
8.648423275731722981e+00,2.279220698306910098e+00
8.708431497690723333e+00,2.293019861958093930e+00
8.768856094587430761e+00,2.306266982222272777e+00
8.829699955494087149e+00,2.318926344095300074e+00
8.890965989529158620e+00,2.330961025891930660e+00
8.952657125996395848e+00,2.342332900545444740e+00
9.014776314524917566e+00,2.353002641311025656e+00
9.077326525210228425e+00,2.362929732260933946e+00
9.140310748756228065e+00,2.372072483965907086e+00
9.203731996618220279e+00,2.380388054760019578e+00
9.267593301146877849e+00,2.387832477985611046e+00
9.331897715733239451e+00,2.394360695609513368e+00
9.396648314954695991e+00,2.399926598591885618e+00
9.461848194721996563e+00,2.404483074373250595e+00
9.527500472427290035e+00,2.407982061824046394e+00
9.593608287093141840e+00,2.410374613972855684e+00
9.660174799522645017e+00,2.411610968794755561e+00
9.727203192450541991e+00,2.411640628298938438e+00
9.794696670695396179e+00,2.410412446105036910e+00
9.862658461312820535e+00,2.407874723639879200e+00
9.931091813749794994e+00,2.403975315020915993e+00
1.000000000000000000e+01,2.398661740619058680e+00
1.006938631476027091e+01,2.391881309212650741e+00
1.013925407558815373e+01,2.383581248555956655e+00
1.020960662306046451e+01,2.373708844090561154e+00
1.028044732093309754e+01,2.362211585427251848e+00
1.035177955630176250e+01,2.349037320120413330e+00
1.042360673976401131e+01,2.334134414147682968e+00
1.049593230558227752e+01,2.317451918396473687e+00
1.056875971184804008e+01,2.298939740347382799e+00
1.064209244064724658e+01,2.278548820034267841e+00
1.071593399822671167e+01,2.256231309254494555e+00
1.079028791516183539e+01,2.231940752901776293e+00
1.086515774652538369e+01,2.205632271201490191e+00
1.094054707205742361e+01,2.177262741545786362e+00
1.101645949633656940e+01,2.146790978555793039e+00
1.109289864895222699e+01,2.114177910943397354e+00
1.116986818467822573e+01,2.079386753706346624e+00
1.124737178364751955e+01,2.042383174170987470e+00
1.132541315152811556e+01,2.003135450397025341e+00
1.140399601970033139e+01,1.961614620480263360e+00
1.148312414543511117e+01,1.917794621332775673e+00
1.156280131207375383e+01,1.871652415585344453e+00
1.164303132920876749e+01,1.823168105344683099e+00
1.172381803286598512e+01,1.772325031646521776e+00
1.180516528568805512e+01,1.719109858573927063e+00
1.188707697711903322e+01,1.663512641157045557e+00
1.196955702359042739e+01,1.605526876332372233e+00
1.205260936870842592e+01,1.545149536415202807e+00
1.213623798344240612e+01,1.482381084724172737e+00
1.222044686631488730e+01,1.417225473188548079e+00
1.230524004359261525e+01,1.349690121964452150e+00
1.239062156947915661e+01,1.279785881280306681e+00
1.247659552630869761e+01,1.207526975922776469e+00
1.256316602474120181e+01,1.132930932957187498e+00
1.265033720395903849e+01,1.056018493448457995e+00
1.273811323186478539e+01,9.768135091073542053e-01
1.282649830528059809e+01,8.953428249281064621e-01
1.291549665014884063e+01,8.116361490074139873e-01
1.300511252173408572e+01,7.257259108376769019e-01
1.309535020482667633e+01,6.376471094488325164e-01
1.318621401394748460e+01,5.474371528334728287e-01
1.327770829355429072e+01,4.551356901267183397e-01
1.336983741824946570e+01,3.607844380287696939e-01
1.346260579298909654e+01,2.644270029525302990e-01
1.355601785329368880e+01,1.661087003537921603e-01
1.365007806546013747e+01,6.587637265894724647e-02
1.374479092677536585e+01,-3.622179285477811900e-02
1.384016096573131627e+01,-1.401364449443124049e-01
1.393619274224142046e+01,-2.458172468545135048e-01
1.403289084785873087e+01,-3.532130512396040034e-01
1.413025990599533621e+01,-4.622720705529219654e-01
1.422830457214351974e+01,-5.729420420143791493e-01
1.432702953409831004e+01,-6.851703863746936296e-01
1.442643951218157383e+01,-7.989043598077921748e-01
1.452653925946781222e+01,-9.140911983735456880e-01
1.462733356201129808e+01,-1.030678254600865706e+00
1.472882723907501834e+01,-1.148613125846464689e+00
1.483102514336104427e+01,-1.267843774183090577e+00
1.493393216124251843e+01,-1.388318637664909705e+00
1.503755321299738412e+01,-1.509986732904086137e+00
1.514189325304351996e+01,-1.632797748971213103e+00
1.524695727017574498e+01,-1.756702132704454966e+00
1.535275028780422701e+01,-1.881651165574667051e+00
1.545927736419476872e+01,-2.007597032310423746e+00
1.556654359271061949e+01,-2.134492881533596176e+00
1.567455410205595001e+01,-2.262292878697041321e+00
1.578331405652118136e+01,-2.390952251648832849e+00
1.589282865622977958e+01,-2.520427329173160480e+00
1.600310313738700074e+01,-2.650675572878799180e+00
1.611414277253019733e+01,-2.781655602819082418e+00
1.622595287078087267e+01,-2.913327217236743483e+00
1.633853877809861999e+01,-3.045651406830881314e+00
1.645190587753662470e+01,-3.178590363942595864e+00
1.656605958949913671e+01,-3.312107487052693866e+00
1.668100537200059108e+01,-3.446167380977027239e+00
1.679674872092653004e+01,-3.580735853135697422e+00
1.691329517029648599e+01,-3.715779906260477716e+00
1.703065029252844198e+01,-3.851267727890243187e+00
1.714881969870539180e+01,-3.987168676990146654e+00
1.726780903884355922e+01,-4.123453268012691630e+00
1.738762400216250370e+01,-4.260093152702776109e+00
1.750827031735725114e+01,-4.397061099930938965e+00
1.762975375287205893e+01,-4.534330973820868138e+00
1.775208011717634093e+01,-4.671877710420321961e+00
1.787525525904235479e+01,-4.809677293146115140e+00
1.799928506782476489e+01,-4.947706727217032530e+00
1.812417547374237614e+01,-5.085944013271852526e+00
1.824993244816152327e+01,-5.224368120352590239e+00
1.837656200388170546e+01,-5.362958958418505340e+00
1.850407019542302223e+01,-5.501697350540356801e+00
1.863246311931559873e+01,-5.640565004910850000e+00
1.876174691439121389e+01,-5.779544486793750657e+00
1.889192776207666213e+01,-5.918619190520705509e+00
1.902301188668943865e+01,-6.057773311634049307e+00
1.915500555573527919e+01,-6.196991819261636891e+00
1.928791508020777812e+01,-6.336260428800067679e+00
1.942174681489026611e+01,-6.475565574973117577e+00
1.955650715865949252e+01,-6.614894385322545922e+00
1.969220255479171300e+01,-6.754234654181505704e+00
1.982883949127071332e+01,-6.893574817172094527e+00
1.996642450109793288e+01,-7.032903926262424221e+00
2.010496416260498975e+01,-7.172211625412537650e+00
2.024446509976803910e+01,-7.311488126831868328e+00
2.038493398252462185e+01,-7.450724187867171722e+00
2.052637752709252084e+01,-7.589911088533959571e+00
2.066880249629081945e+01,-7.729040609701192110e+00
2.081221569986339404e+01,-7.868105011935107029e+00
2.095662399480432825e+01,-8.007097015004216445e+00
2.110203428568594219e+01,-8.146009778045677052e+00
2.124845352498882889e+01,-8.284836880389388369e+00
2.139588871343421417e+01,-8.423572303034900344e+00
2.154434690031884614e+01,-8.562210410774017788e+00
2.169383518385184217e+01,-8.700745934949697613e+00
2.184436071149426084e+01,-8.839173956841483104e+00
2.199593068030074861e+01,-8.977489891665307198e+00
2.214855233726359174e+01,-9.115689473175269342e+00
2.230223297965938656e+01,-9.253768738854079245e+00
2.245697995539773828e+01,-9.391724015677388238e+00
2.261280066337277361e+01,-9.529551906437962572e+00
2.276970255381679920e+01,-9.667249276613940623e+00
2.292769312865648601e+01,-9.804813241765939935e+00
2.308677994187169702e+01,-9.942241155447531398e+00
2.324697059985647840e+01,-1.007953059761273629e+01
2.340827276178291783e+01,-1.021667936350542760e+01
2.357069413996727647e+01,-1.035368545301422039e+01
2.373424250023866122e+01,-1.049054706047749086e+01
2.389892566231050353e+01,-1.062726256492308075e+01
2.406475150015424092e+01,-1.076383052072694113e+01
2.423172794237598282e+01,-1.090024964867618351e+01
2.439986297259550341e+01,-1.103651882742119028e+01
2.456916462982790250e+01,-1.117263708530250099e+01
2.473964100886814066e+01,-1.130860359253843050e+01
2.491130026067788350e+01,-1.144441765375910336e+01
2.508415059277538717e+01,-1.158007870087391744e+01
2.525820026962784581e+01,-1.171558628625884779e+01
2.543345761304648178e+01,-1.185094007625103174e+01
2.560993100258459521e+01,-1.198613984493835538e+01
2.578762887593800812e+01,-1.212118546823161935e+01
2.596655972934869894e+01,-1.225607691820824563e+01
2.614673211801092023e+01,-1.239081425771567879e+01
2.632815465648020137e+01,-1.252539763522398708e+01
2.651083601908538867e+01,-1.265982727991719869e+01
2.669478494034320804e+01,-1.279410349701290173e+01
2.688001021537604629e+01,-1.292822666330084047e+01
2.706652070033241131e+01,-1.306219722289072038e+01
2.725432531281027693e+01,-1.319601568316027773e+01
2.744343303228365372e+01,-1.332968261089521178e+01
2.763385290053169996e+01,-1.346319862861206573e+01
2.782559402207125743e+01,-1.359656441105664193e+01
2.801866556459195223e+01,-1.372978068186966638e+01
2.821307675939470627e+01,-1.386284821041277837e+01
2.840883690183304111e+01,-1.399576780874740756e+01
2.860595535175741944e+01,-1.412854032875979016e+01
2.880444153396297935e+01,-1.426116665942586437e+01
2.900430493863991543e+01,-1.439364772420923977e+01
2.920555512182745161e+01,-1.452598447858688679e+01
2.940820170587063842e+01,-1.465817790769622597e+01
2.961225437988034415e+01,-1.479022902409840867e+01
2.981772290019673477e+01,-1.492213886565263259e+01
3.002461709085549302e+01,-1.505390849349599591e+01
3.023294684405776422e+01,-1.518553899012466957e+01
3.044272212064302607e+01,-1.531703145757123252e+01
3.065395295056526592e+01,-1.544838701567402062e+01
3.086664943337274636e+01,-1.557960680043438373e+01
3.108082173869063780e+01,-1.571069196245739441e+01
3.129648010670750580e+01,-1.584164366547270575e+01
3.151363484866479325e+01,-1.597246308493138578e+01
3.173229634734976301e+01,-1.610315140667539424e+01
3.195247505759213524e+01,-1.623370982567655929e+01
3.217418150676371624e+01,-1.636413954484131494e+01
3.239742629528195295e+01,-1.649444177387870170e+01
3.262222009711669557e+01,-1.662461772822829786e+01
3.284857366030043835e+01,-1.675466862804535850e+01
3.307649780744242207e+01,-1.688459569724071230e+01
3.330600343624588788e+01,-1.701440016257248189e+01
3.353710152002928879e+01,-1.714408325278756706e+01
3.376980310825091181e+01,-1.727364619781030086e+01
3.400411932703705986e+01,-1.740309022797605110e+01
3.424006137971425545e+01,-1.753241657330799086e+01
3.447764054734464167e+01,-1.766162646283440907e+01
3.471686818926559681e+01,-1.779072112394531757e+01
3.495775574363275240e+01,-1.791970178178591411e+01
3.520031472796679139e+01,-1.804856965868543384e+01
3.544455673970435328e+01,-1.817732597361982982e+01
3.569049345675229290e+01,-1.830597194170625031e+01
3.593813663804625946e+01,-1.843450877372827179e+01
3.618749812411280686e+01,-1.856293767569006548e+01
3.643858983763544757e+01,-1.869125984839823218e+01
3.669142378402494131e+01,-1.881947648707014054e+01
3.694601205199302285e+01,-1.894758878096705601e+01
3.720236681413065583e+01,-1.907559791305144969e+01
3.746050032748993175e+01,-1.920350505966679577e+01
3.772042493416997644e+01,-1.933131139023896949e+01
3.798215306190736129e+01,-1.945901806699842851e+01
3.824569722466998911e+01,-1.958662624472161795e+01
3.851107002325569084e+01,-1.971413707049127595e+01
3.877828414589457395e+01,-1.984155168347423270e+01
3.904735236885559857e+01,-1.996887121471600324e+01
3.931828755705770106e+01,-2.009609678695158408e+01
3.959110266468458406e+01,-2.022322951443111805e+01
3.986581073580438783e+01,-2.035027050276028859e+01
4.014242490499322003e+01,-2.047722084875424997e+01
4.042095839796306223e+01,-2.060408164030457812e+01
4.070142453219438750e+01,-2.073085395625873417e+01
4.098383671757261482e+01,-2.085753886631108500e+01
4.126820845702951601e+01,-2.098413743090523198e+01
4.155455334718875093e+01,-2.111065070114684161e+01
4.184288507901580090e+01,-2.123707971872643441e+01
4.213321743847289014e+01,-2.136342551585189398e+01
4.242556430717777260e+01,-2.148968911518975844e+01
4.271993966306776969e+01,-2.161587152981529059e+01
4.301635758106795038e+01,-2.174197376317050256e+01
4.331483223376398684e+01,-2.186799680902984733e+01
4.361537789208005478e+01,-2.199394165147334945e+01
4.391800892596086214e+01,-2.211980926486634758e+01
4.422273980505897129e+01,-2.224560061384604026e+01
4.452958509942655496e+01,-2.237131665331396491e+01
4.483855948021186322e+01,-2.249695832843432441e+01
4.514967772036101934e+01,-2.262252657463796979e+01
4.546295469532399380e+01,-2.274802231763131033e+01
4.577840538376616308e+01,-2.287344647341040016e+01
4.609604486828433778e+01,-2.299879994827943364e+01
4.641588833612777165e+01,-2.312408363887362484e+01
4.673795107992463471e+01,-2.324929843218633607e+01
4.706224849841281355e+01,-2.337444520559983729e+01
4.738879609717650965e+01,-2.349952482691990951e+01
4.771760948938745628e+01,-2.362453815441372740e+01
4.804870439655129388e+01,-2.374948603685090731e+01
4.838209664925957298e+01,-2.387436931354775638e+01
4.871780218794631168e+01,-2.399918881441406526e+01
4.905583706365045771e+01,-2.412394536000279999e+01
4.939621743878320359e+01,-2.424863976156205325e+01
4.973895958790062366e+01,-2.437327282108934412e+01
5.008407989848212338e+01,-2.449784533138817721e+01
5.043159487171358535e+01,-2.462235807612637473e+01
5.078152112327676093e+01,-2.474681182989655071e+01
5.113387538414325917e+01,-2.487120735827793894e+01
5.148867450137492341e+01,-2.499554541790019258e+01
5.184593543892913203e+01,-2.511982675650840946e+01
5.220567527846975509e+01,-2.524405211302948615e+01
5.256791122018424289e+01,-2.536822221763996055e+01
5.293266058360561033e+01,-2.549233779183468940e+01
5.329994080844087989e+01,-2.561639954849681899e+01
5.366976945540476152e+01,-2.574040819196854102e+01
5.404216420705915169e+01,-2.586436441812270814e+01
5.441714286865892802e+01,-2.598826891443538045e+01
5.479472336900287388e+01,-2.611212236005881238e+01
5.517492376129123244e+01,-2.623592542589528875e+01
5.555776222398877451e+01,-2.635967877467132681e+01
5.594325706169377810e+01,-2.648338306101240747e+01
5.633142670601357338e+01,-2.660703893151816857e+01
5.672228971644543805e+01,-2.673064702483778277e+01
5.711586478126429256e+01,-2.685420797174582930e+01
5.751217071841613659e+01,-2.697772239521820126e+01
5.791122647641758192e+01,-2.710119091050824025e+01
5.831305113526224915e+01,-2.722461412522308422e+01
5.871766390733255747e+01,-2.734799263939990865e+01
5.912508413831875487e+01,-2.747132704558241656e+01
5.953533130814370367e+01,-2.759461792889711163e+01
5.994842503189408944e+01,-2.771786586712958922e+01
6.036438506075869981e+01,-2.784107143080083446e+01
6.078323128297230227e+01,-2.796423518324317570e+01
6.120498372476696858e+01,-2.808735768067630545e+01
6.162966255132942450e+01,-2.821043947228296744e+01
6.205728806776500761e+01,-2.833348110028435940e+01
6.248788072006894367e+01,-2.845648310001553938e+01
6.292146109610344240e+01,-2.857944600000019264e+01
6.335804992658247414e+01,-2.870237032202543048e+01
6.379766808606282069e+01,-2.882525658121604550e+01
6.424033659394190465e+01,-2.894810528610841516e+01
6.468607661546327847e+01,-2.907091693872422056e+01
6.513490946272803228e+01,-2.919369203464350804e+01
6.558685659571428062e+01,-2.931643106307758373e+01
6.604193962330305112e+01,-2.943913450694133260e+01
6.650018030431118632e+01,-2.956180284292505789e+01
6.696160054853221766e+01,-2.968443654156605760e+01
6.742622241778342129e+01,-2.980703606731949762e+01
6.789406812696105931e+01,-2.992960187862896859e+01
6.836516004510238531e+01,-3.005213442799646373e+01
6.883952069645496863e+01,-3.017463416205182014e+01
6.931717276155407603e+01,-3.029710152162177650e+01
6.979813907830660469e+01,-3.041953694179828460e+01
7.028244264308345635e+01,-3.054194085200654385e+01
7.077010661181888906e+01,-3.066431367607228253e+01
7.126115430111745752e+01,-3.078665583228853819e+01
7.175560918936928090e+01,-3.090896773348198678e+01
7.225349491787214617e+01,-3.103124978707852932e+01
7.275483529196225163e+01,-3.115350239516848418e+01
7.325965428215229736e+01,-3.127572595457111504e+01
7.376797602527730646e+01,-3.139792085689850865e+01
7.427982482564918598e+01,-3.152008748861909382e+01
7.479522515621820844e+01,-3.164222623112028288e+01
7.531420165974367364e+01,-3.176433746077082532e+01
7.583677914997190328e+01,-3.188642154898236925e+01
7.636298261282242095e+01,-3.200847886227040817e+01
7.689283720758312768e+01,-3.213050976231489386e+01
7.742636826811269657e+01,-3.225251460601990061e+01
7.796360130405228972e+01,-3.237449374557301240e+01
7.850456200204509116e+01,-3.249644752850393559e+01
7.904927622696420997e+01,-3.261837629774250047e+01
7.959777002314986305e+01,-3.274028039167624371e+01
8.015006961565404708e+01,-3.286216014420719489e+01
8.070620141149498750e+01,-3.298401588480824387e+01
8.126619200091946027e+01,-3.310584793857877628e+01
8.183006815867389605e+01,-3.322765662629977612e+01
8.239785684528519027e+01,-3.334944226448844518e+01
8.296958520834907347e+01,-3.347120516545199109e+01
8.354528058382862810e+01,-3.359294563734110994e+01
8.412497049736118981e+01,-3.371466398420273691e+01
8.470868266557401682e+01,-3.383636050603213619e+01
8.529644499741024788e+01,-3.395803549882470662e+01
8.588828559546249153e+01,-3.407968925462682819e+01
8.648423275731717297e+01,-3.420132206158650945e+01
8.708431497690723688e+01,-3.432293420400322503e+01
8.768856094587427208e+01,-3.444452596237723441e+01
8.829699955494092478e+01,-3.456609761345845300e+01
8.890965989529158264e+01,-3.468764943029459147e+01
8.952657125996400111e+01,-3.480918168227896103e+01
9.014776314524917211e+01,-3.493069463519746165e+01
9.077326525210223451e+01,-3.505218855127528599e+01
9.140310748756232329e+01,-3.517366368922292708e+01
9.203731996618220990e+01,-3.529512030428163172e+01
9.267593301146882823e+01,-3.541655864826849864e+01
9.331897715733238385e+01,-3.553797896962078084e+01
9.396648314954690306e+01,-3.565938151343994633e+01
9.461848194722001892e+01,-3.578076652153500703e+01
9.527500472427290390e+01,-3.590213423246537161e+01
9.593608287093147169e+01,-3.602348488158331463e+01
9.660174799522646083e+01,-3.614481870107572092e+01
9.727203192450537017e+01,-3.626613592000560260e+01
9.794696670695395824e+01,-3.638743676435284868e+01
9.862658461312820180e+01,-3.650872145705457683e+01
9.931091813749800679e+01,-3.662999021804513688e+01
1.000000000000000000e+02,-3.675124326429536126e+01
